water_level_node1,water_level_node2,rise_rate_node1,rise_rate_node2,rain_hour,rain_intensity,label,level_diff
6.197128274420815,14.903880825699016,1.3214618285753001,1.428938077229975,-0.05236752299156322,1.8703667022028814,normal,-6.751156561548955
20.360777052865778,5.6002257967878615,19.787305455610763,-0.6633046750391957,0.5809231278379648,8.886996680253619,blockage,16.283383751124624
4.027496807764907,14.928597213770116,1.4842173357563575,0.6511698482842097,1.0542252182403986,-0.4350031547457395,normal,-9.382458817966132
27.050350704638355,1.2874128472401152,13.076077205222935,0.444333264000746,2.5401673251511894,23.299585261624248,blockage,24.846585873839555
33.662161686746366,24.93621262939041,7.897266850837019,11.55890659721118,0.40451744487845465,63.80269976373078,flood,9.156832676312128
11.922246597597864,12.143680363117737,0.9438307106415997,1.923458754433826,-0.34400623957727877,4.577963458358998,normal,-0.11349602449568325
14.372980341610068,3.009162535309727,0.938197176523085,0.085005960562195,0.11437975369717047,5.038256552956038,normal,11.398694862977717
10.717081585342255,12.539000477761117,1.142561254732122,0.5942396835265846,2.2973144563591337,1.324784218860964,normal,-1.3234897922634987
11.499959171830508,7.500559005675443,-0.2085241243370659,0.5801557679740454,0.9164868036970093,3.2662842380286885,normal,3.945179897931511
9.558945982992556,14.545181767928733,0.22144907594974655,0.819571970828231,1.6611093521387814,5.206169679526808,normal,-5.241269053008173
26.616515266065047,5.604820994991037,10.652475766280267,-0.7406404572654144,1.5054079715721984,14.74285769163854,blockage,21.08518677314359
28.873473980073314,3.2410003822363485,9.6662145812999,-0.8063801881305027,3.4924895380703225,5.916677741827059,blockage,25.79739348620242
11.616812362200287,13.046606275411055,1.0054677237876848,1.1199651195277918,0.16033129719774625,2.2030911278911276,normal,-0.9979141113040733
6.372727521116854,3.1165343752723222,1.4848495863995836,0.2495735034590842,1.20754316539351,1.111304414425962,normal,2.97897385684184
25.514139577012184,9.166018205616183,13.038307782492833,-0.5094915341341104,0.5997256293804956,11.877236569692505,blockage,16.618345246642093
27.73496276530668,1.448639657157925,15.847832703892596,0.6093670238339735,1.303950633002116,7.08209463130014,blockage,26.876149538710564
13.829454840094634,8.208101955202968,1.7433119988566008,2.8315315431247523,0.5321620431463725,4.194593727806983,normal,6.027894419836367
14.731674228594994,14.15595807370725,2.427031824053979,0.6442047520506935,0.40782807957091116,5.2305532468177836,normal,-0.1285082195949363
13.025646018221561,3.257173070639959,1.429948630603381,1.5589546165721468,0.5913632381639831,4.908077678218279,normal,9.859383506415762
11.909779534598119,10.608139442564994,2.481390332412998,1.2352499793708747,1.5101064970716822,1.6122310715053438,normal,0.15277749616038508
2.8450170957607424,9.62485131641142,0.8955541842718693,0.3354910297591817,-0.4815055767732315,2.764769978521405,normal,-7.387530088451303
12.398962152721523,9.765119591175413,1.9806825224200801,1.2981045487526568,0.28407151805164244,0.7994820168458316,normal,2.577781503045926
22.246199114293333,2.7719406661336183,10.728988551004447,-1.174743518598737,2.0489876085320455,22.10342399132556,blockage,20.940651263828958
7.735403968681612,13.079684387235588,0.16177345166768703,1.5663254997659846,0.6019346216683803,1.9547704019458683,normal,-3.577598034877578
16.27881418087929,29.416703815951283,6.2796602089402755,5.412383555882535,1.2505504277385722,60.578588233313575,flood,-12.895537372053667
2.059488834972447,13.727353354551362,0.1389778506387478,1.953358222999045,0.11087114090696017,2.148650694133204,normal,-12.480236243286994
24.622579060007386,7.722633344099135,12.915654445149217,0.12419432880444409,-0.1752771425062433,22.677453202089648,blockage,17.066845324116944
29.845653008667682,4.783777153639973,9.424233091952113,-0.6388126062164109,1.4704668207132467,10.129635743382337,blockage,27.18533085517317
19.33849893044677,21.070155864132012,6.557143773856032,9.161199084816959,0.24061424979852794,40.73809417731952,flood,-0.8485609788711425
7.740486157411354,3.039151615918747,0.27659921202038473,1.2030737698259613,-0.5464882010710256,4.386715953016705,normal,3.3363620353788987
22.05318486975705,15.57481017658538,10.576870920312443,9.971975589842641,0.2086806804362038,30.827263613579973,flood,4.247126141385433
5.886263714767188,4.347520671671128,1.2791832676561172,1.6980155450936198,-0.15882991451763745,3.8142658479750136,normal,2.5013439686850107
29.702771755652623,9.819375655422457,15.771694712864068,-1.1542225263848422,0.0766105569508056,4.51165989502061,blockage,19.92628165617431
20.402509870190798,20.87176118100177,7.741822603689867,7.8783211449055255,-0.5017303344818921,32.40743495520812,flood,-1.940284668280426
23.87071528129463,28.25159708856989,10.336480394761155,4.8690456106219715,0.5215985596981163,25.196045315449734,flood,-5.353593763718713
4.110178892895288,12.225117224676534,0.9020887006091513,1.3769704823839726,-0.07110299330471599,2.5646911415602487,normal,-6.26667812939013
15.105134386688807,6.12275655544062,1.5487401296999623,0.7642900153380756,-0.14681986528824104,2.6385954264400224,normal,9.098349440794122
13.176135832381158,2.2234634523785903,0.6698624913429068,1.6793386458254844,2.646401789432033,1.8783782709896744,normal,11.285379190042743
19.305017826821313,19.27415520493393,6.681175584561666,4.243507295209344,1.1574012139356922,30.53474239923757,flood,-1.4166077908068817
31.201900945526592,9.18636396163751,8.442284326206865,1.489243117930095,0.7139181664904323,24.18019225303499,blockage,22.42751874748398
30.09467111164279,19.841393380404938,4.989821792245825,5.327746829707406,1.6854779672429394,49.68361683151446,flood,9.693958739306655
10.078189996235809,13.849250282105638,1.8742884631188632,1.1666341669298856,0.21098356156820386,3.3894677637596664,normal,-3.154416621474761
26.05642786993485,25.82264890940298,14.735635462044161,8.28295993332523,3.5687525229969013,63.384436398517416,flood,0.448529894443824
14.460053892110107,13.013256673466454,1.0822147484704798,1.6343282294748727,-0.119718120120325,3.606088328971059,normal,2.6898959851059914
27.870087203037965,31.738835460947428,12.04701189955144,4.505986309242152,2.5281577312173455,69.87825824192537,flood,-3.2399366892735437
20.1002874500627,7.0700294914196915,11.588492600275973,0.44718953179034554,-0.10441676325564798,10.447281867999543,blockage,12.043819472010087
8.401555985876232,7.223085999465339,2.0783217413020947,0.2871190608262769,0.8277131010882645,0.8625999529716211,normal,-0.0620785811112492
2.683536923775613,8.441328272291273,1.3035161035578382,0.11667311773302125,0.5349342042700727,3.330913809627835,normal,-5.226174597492565
